,Rank,Previous Rank,Name,Country/Territory,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,IRN SCORE,IRN RANK,SUS SCORE,SUS RANK,Overall SCORE
1239,1201-1400,1001-1200,International Islamic University Islamabad (IIU),Pakistan,HI,Public,9.3,701+,14.3,701+,5.0,801+,15.5,795,5.7,801+,9.6,801+,57.9,719,28.8,801+,-
1240,1201-1400,,Islamic Azad University,Iran (Islamic Republic of),,,6.1,701+,5.0,701+,1.7,801+,8.5,801+,,,1.1,801+,96.3,55,29.4,801+,-
1241,1201-1400,1001-1200,Islamic University of Madinah,Saudi Arabia,HI,Public,8.1,701+,3.5,701+,7.8,801+,3.0,801+,46.5,459,100.0,8,19.1,801+,7.6,801+,-
1242,1201-1400,,Islamic University of Technology,Bangladesh,VH,Public,6.5,701+,15.2,701+,13.9,801+,16.2,781,5.6,801+,25.5,653,6.0,801+,15.2,801+,-
1243,1201-1400,1201-1400,Istanbul Aydin University,Türkiye,HI,Private not for Profit,8.6,701+,6.2,701+,19.1,801+,2.1,801+,13.6,801+,68.6,284,10.2,801+,32.1,801+,-
1244,1201-1400,1201-1400,Ivan Franko National University of Lviv,Ukraine,HI,Public,9.6,701+,25.3,533,32.8,590,1.7,801+,1.3,801+,1.6,801+,13.3,801+,43.1,801+,-
1245,1201-1400,1201-1400,Izmir Yüksek Teknoloji Enstitüsü (IYTE),Türkiye,VH,Public,11.0,701+,10.8,701+,8.3,801+,18.6,742,8.7,801+,5.2,801+,22.7,801+,38.7,801+,-
1246,1201-1400,1201-1400,Jahangirnagar University,Bangladesh,HI,,12.2,701+,17.5,701+,5.7,801+,9.3,801+,,,,,35.3,801+,33.2,801+,-
1247,1201-1400,1201-1400,Jeju National University,Republic of Korea,VH,Public,5.1,701+,3.4,701+,44.3,446,13.5,801+,9.4,801+,9.3,801+,23.4,801+,53.4,632=,-
1248,1201-1400,1001-1200,Kagoshima University,Japan,VH,Public,7.8,701+,4.7,701+,69.6,234,6.1,801+,5.1,801+,5.0,801+,24.0,801+,23.0,801+,-
1249,1201-1400,1201-1400,Kazakh Ablai khan University of International Relations and World Languages,Kazakhstan,LO,Public,10.4,701+,16.7,701+,54.1,348,1.0,801+,9.9,801+,8.7,801+,1.3,801+,,,-
1250,1201-1400,1201-1400,Kharkiv National University of Radio Electronics,Ukraine,HI,Public,3.2,701+,22.5,591,31.1,615,2.2,801+,1.8,801+,10.7,801+,12.9,801+,33.3,801+,-
1251,1201-1400,1201-1400,King Mongkut's Institute of Technology Ladkrabang,Thailand,VH,Public,13.5,701+,11.4,701+,6.3,801+,6.1,801+,31.2,576,4.2,801+,20.2,801+,36.7,801+,-
1252,1201-1400,1201-1400,King Mongkut's University of Technology North Bangkok,Thailand,VH,Public,13.4,701+,11.9,701+,5.3,801+,7.3,801+,3.8,801+,1.4,801+,31.1,801+,31.7,801+,-
1253,1201-1400,1201-1400,Kwame Nkrumah University of Science and Technology,Ghana,HI,,10.2,701+,9.2,701+,6.0,801+,3.9,801+,,,,,65.9,611,42.3,801+,-
1254,1201-1400,1201-1400,Kyoto Institute of Technology,Japan,VH,Public,8.0,701+,6.3,701+,18.6,801+,18.7,741,15.3,801+,13.6,801+,13.2,801+,24.6,801+,-
1255,1201-1400,,Kyrgyz National University,Kyrgyzstan,LO,Public,14.3,701+,12.6,701+,28.4,671,1.1,801+,2.6,801+,14.0,801+,4.5,801+,,,-
1256,1201-1400,1201-1400,Kyrgyz State Technical University named after I. Razzakov,Kyrgyzstan,LO,Public,16.1,701+,15.1,701+,13.9,801+,1.0,801+,10.7,801+,11.5,801+,1.1,801+,8.5,801+,-
1257,1201-1400,,Latvia University of Life Sciences and Technologies,Latvia,VH,Public,7.5,701+,10.1,701+,5.7,801+,7.9,801+,1.8,801+,16.5,790,24.1,801+,35.8,801+,-
1258,1201-1400,1201-1400,Marquette University,United States of America,VH,Private not for Profit,3.6,701+,3.2,701+,28.5,669,15.2,801+,8.6,801+,5.0,801+,31.7,801+,30.0,801+,-
1259,1201-1400,1201-1400,Meiji University,Japan,HI,Private for Profit,9.4,701+,24.6,545,5.9,801+,2.5,801+,14.5,801+,8.9,801+,12.6,801+,29.4,801+,-
1260,1201-1400,1201-1400,Miami University,United States of America,HI,Public,3.4,701+,11.8,701+,8.9,801+,14.0,801+,7.0,801+,11.1,801+,44.4,801+,37.9,801+,-
1261,1201-1400,1201-1400,Nagoya Institute of Technology (NIT),Japan,VH,Public,9.5,701+,4.4,701+,11.5,801+,28.6,599,6.9,801+,7.8,801+,19.6,801+,18.1,801+,-
1262,1201-1400,,National Chin-Yi University of Technology,Taiwan,VH,Public,13.0,701+,16.4,701+,8.8,801+,12.9,801+,3.1,801+,20.6,718,15.6,801+,40.0,801+,-
1263,1201-1400,1201-1400,National Dong Hwa University,Taiwan,HI,Public,16.3,701+,7.0,701+,8.6,801+,8.7,801+,13.9,801+,18.6,750,10.7,801+,46.9,793=,-
1264,1201-1400,1201-1400,National Research University Moscow Power Engineering Institute (MPEI),Russian Federation,VH,Public,6.6,701+,8.4,701+,21.9,797,2.5,801+,6.0,801+,54.9,379,15.8,801+,16.8,801+,-
1265,1201-1400,1201-1400,National Taiwan Ocean University,Taiwan,VH,Public,7.7,701+,6.3,701+,16.0,801+,18.5,745,10.2,801+,13.9,801+,18.6,801+,55.7,582=,-
1266,1201-1400,1001-1200,National University of Kyiv-Mohyla Academy (NaUKMA),Ukraine,VH,Public,5.6,701+,26.8,512,57.1,322,1.5,801+,2.6,801+,1.3,801+,6.1,801+,16.5,801+,-
1267,1201-1400,,New Mexico State University,United States of America,VH,,6.6,701+,6.8,701+,13.0,801+,21.3,695,10.4,801+,10.0,801+,38.6,801+,43.0,801+,-
1268,1201-1400,1201-1400,Novosibirsk State Technical University,Russian Federation,VH,Public,5.7,701+,11.1,701+,27.7,686,2.8,801+,2.0,801+,56.7,366,11.6,801+,15.2,801+,-
1269,1201-1400,1201-1400,Odessa I.I.Mechnikov National University,Ukraine,HI,Public,3.9,701+,6.3,701+,70.5,224,1.6,801+,2.2,801+,6.1,801+,12.9,801+,15.5,801+,-
1270,1201-1400,1201-1400,"Osmania University, Hyderabad",India,VH,Public,6.0,701+,6.2,701+,5.0,801+,35.1,523,,,9.3,801+,25.2,801+,20.5,801+,-
1271,1201-1400,,Ozyegin University,Türkiye,VH,Private not for Profit,6.6,701+,16.1,701+,10.2,801+,10.1,801+,14.7,801+,33.5,552,18.4,801+,45.1,801+,-
1272,1201-1400,,Palestine Technical University - Kadoorie,Palestine,HI,Public,9.4,701+,9.1,701+,29.8,637,3.5,801+,66.5,351,16.4,791,18.0,801+,6.1,801+,-
1273,1201-1400,1201-1400,Pondicherry University,India,VH,Public,5.1,701+,3.4,701+,7.4,801+,33.4,545,2.3,801+,1.6,801+,34.7,801+,47.1,785=,-
1274,1201-1400,1201-1400,Pontificia Universidade Católica do Rio Grande do Sul,Brazil,HI,Private not for Profit,8.7,701+,6.0,701+,18.4,801+,19.9,714,3.2,801+,2.2,801+,19.8,801+,28.5,801+,-
1275,1201-1400,1201-1400,Portland State University,United States of America,VH,Public,4.9,701+,2.6,701+,14.8,801+,15.7,789,2.1,801+,10.8,801+,42.3,801+,47.0,789=,-
1276,1201-1400,,Pratt Institute,United States of America,HI,Private not for Profit,6.9,701+,7.0,701+,47.5,413,1.7,801+,7.5,801+,95.6,120,2.1,801+,10.1,801+,-
1277,1201-1400,1201-1400,Pukyong National University,Republic of Korea,VH,Public,9.4,701+,6.0,701+,21.2,801+,13.6,801+,6.6,801+,13.9,801+,33.9,801+,58.6,530=,-
1278,1201-1400,951-1000,"Queen Margaret University , Edinburgh",United Kingdom,HI,Public,4.3,701+,6.5,701+,6.3,801+,19.1,729,68.4,341,67.4,293,3.5,801+,18.6,801+,-
1279,1201-1400,,Riphah International University,Pakistan,HI,Private not for Profit,13.8,701+,8.2,701+,26.2,712,6.4,801+,2.2,801+,1.5,801+,51.8,801+,32.3,801+,-
1280,1201-1400,1001-1200,Saint-Petersburg Electrotechnical University LETI,Russian Federation,VH,Public,4.8,701+,6.3,701+,51.9,363,3.0,801+,5.6,801+,56.2,371,15.9,801+,26.4,801+,-
1281,1201-1400,1201-1400,Saken Seifullin Kazakh Agrotechnical University,Kazakhstan,HI,Private not for Profit,10.2,701+,18.0,701+,42.2,475,1.5,801+,23.5,669,9.4,801+,3.6,801+,36.7,801+,-
1282,1201-1400,1001-1200,Samara National Research University (Samara University),Russian Federation,VH,Public,4.0,701+,3.7,701+,74.6,199,3.2,801+,2.9,801+,22.3,696,19.5,801+,30.6,801+,-
1283,1201-1400,1201-1400,Sathyabama Institute of Science and Technology,India,VH,Private not for Profit,11.0,701+,10.4,701+,27.0,698,9.4,801+,7.5,801+,6.1,801+,29.5,801+,51.0,680=,-
1284,1201-1400,1201-1400,Seattle University,United States of America,HI,Private not for Profit,6.6,701+,14.0,701+,40.5,498,3.2,801+,1.7,801+,22.1,698,6.0,801+,42.5,801+,-
1285,1201-1400,,Selcuk University,Türkiye,VH,Public,7.5,701+,3.7,701+,23.7,757,7.3,801+,2.4,801+,23.6,682,53.8,786,45.7,801+,-
1286,1201-1400,1201-1400,Shanghai International Studies University,China (Mainland),VH,Public,7.2,701+,6.4,701+,21.7,801+,3.3,801+,33.8,546,40.0,491,10.8,801+,9.4,801+,-
1287,1201-1400,1201-1400,Shanghai University of Finance and Economics,China (Mainland),VH,Public,5.8,701+,15.1,701+,12.2,801+,9.9,801+,20.4,706,3.6,801+,14.1,801+,32.0,801+,-
1288,1201-1400,1001-1200,Shinshu University,Japan,VH,Public,4.7,701+,4.9,701+,39.9,507,20.2,709,6.8,801+,4.7,801+,25.2,801+,24.6,801+,-
1289,1201-1400,,Shiv Nadar University,India,VH,Private for Profit,7.5,701+,6.1,701+,42.1,476,20.8,701,17.4,759,3.2,801+,13.5,801+,30.4,801+,-
1290,1201-1400,1201-1400,"Siksha ‘O’ Anusandhan (Deemed to be University), SOA",India,VH,Private not for Profit,8.2,701+,5.5,701+,41.6,485,11.4,801+,3.2,801+,4.0,801+,28.7,801+,35.8,801+,-
1291,1201-1400,1001-1200,Slovak University of Agriculture in Nitra,Slovakia,HI,Public,8.9,701+,10.6,701+,36.7,547,15.5,794,8.8,801+,8.9,801+,28.5,801+,24.9,801+,-
1292,1201-1400,1201-1400,Sookmyung Women's University,Republic of Korea,HI,Private for Profit,6.9,701+,9.7,701+,46.8,422,4.9,801+,4.8,801+,5.0,801+,6.1,801+,39.8,801+,-
1293,1201-1400,1201-1400,Suranaree University of Technology,Thailand,HI,Public,10.2,701+,6.5,701+,5.9,801+,16.7,768,7.4,801+,2.4,801+,27.3,801+,44.6,801+,-
1294,1201-1400,1001-1200,Taibah University,Saudi Arabia,HI,Public,9.2,701+,4.3,701+,7.6,801+,7.4,801+,90.6,221,3.6,801+,38.0,801+,32.5,801+,-
1295,1201-1400,1201-1400,Tamkang University,Taiwan,HI,Private for Profit,7.8,701+,9.9,701+,5.2,801+,11.0,801+,8.0,801+,11.6,801+,24.6,801+,45.7,801+,-
1296,1201-1400,1201-1400,Tanta University,Egypt,HI,Public,7.7,701+,9.8,701+,7.2,801+,4.0,801+,1.5,801+,3.0,801+,73.3,484,48.1,757=,-
1297,1201-1400,,Tashkent State Transport University,Uzbekistan,HI,Public,19.3,640,10.8,701+,24.7,740,1.3,801+,3.5,801+,2.3,801+,2.0,801+,30.1,801+,-
1298,1201-1400,1201-1400,Technical University of Cluj-Napoca,Romania,VH,Public,5.8,701+,10.7,701+,10.5,801+,8.2,801+,4.0,801+,5.6,801+,46.5,801+,42.1,801+,-
1299,1201-1400,1201-1400,Technical University of Liberec,Czechia,VH,Public,5.6,701+,5.0,701+,43.9,452,9.3,801+,15.6,789,14.9,801+,28.5,801+,15.7,801+,-
1300,1201-1400,1201-1400,Technische Universität Kaiserslautern,Germany,VH,,8.6,701+,6.0,701+,22.2,787,7.5,801+,,,,,63.4,645,,,-
1301,1201-1400,1001-1200,Tecnológico de Costa Rica (TEC),Costa Rica,HI,Public,11.2,701+,24.9,539,23.2,770,2.1,801+,9.7,801+,3.0,801+,11.1,801+,17.8,801+,-
1302,1201-1400,1201-1400,"The ""Gheorghe Asachi"" Technical University of Iasi",Romania,VH,Public,6.5,701+,14.5,701+,3.8,801+,10.0,801+,,,8.6,801+,49.3,801+,22.7,801+,-
1303,1201-1400,1001-1200,The Russian Presidential Academy of National Economy and Public Administration,Russian Federation,VH,Public,5.6,701+,14.9,701+,48.4,401,1.2,801+,2.1,801+,4.6,801+,21.8,801+,14.3,801+,-
1304,1201-1400,1001-1200,The University of Northampton,United Kingdom,MD,Public,3.4,701+,3.9,701+,6.4,801+,4.4,801+,51.5,431,93.4,140,16.8,801+,19.0,801+,-
1305,1201-1400,1401+,"The University of Notre Dame, Australia",Australia,HI,Private not for Profit,3.4,701+,5.9,701+,6.3,801+,10.2,801+,53.7,421,21.9,700,11.5,801+,34.1,801+,-
1306,1201-1400,,Tishk International University,Iraq,HI,Private for Profit,13.4,701+,4.0,701+,8.0,801+,11.8,801+,74.2,318,1.6,801+,33.5,801+,17.3,801+,-
1307,1201-1400,1201-1400,Tokai University,Japan,HI,Private not for Profit,12.8,701+,9.0,701+,18.1,801+,5.4,801+,7.7,801+,5.3,801+,28.8,801+,34.4,801+,-
1308,1201-1400,1001-1200,Tokushima University,Japan,VH,Public,5.4,701+,3.2,701+,70.1,231,10.2,801+,3.3,801+,3.8,801+,18.2,801+,23.3,801+,-
1309,1201-1400,1201-1400,Tomas Bata University in Zlin,Czechia,HI,Public,6.1,701+,10.3,701+,13.6,801+,11.1,801+,33.1,552,30.7,583,31.2,801+,26.2,801+,-
1310,1201-1400,1201-1400,Transilvania University of Brasov,Romania,HI,Public,9.0,701+,10.2,701+,8.4,801+,7.1,801+,5.0,801+,3.8,801+,69.6,538,32.2,801+,-
1311,1201-1400,1201-1400,Tunghai University,Taiwan,VH,Private for Profit,10.1,701+,9.2,701+,6.7,801+,13.1,801+,13.5,801+,17.8,765,28.2,801+,47.5,774=,-
1312,1201-1400,,UCAM Universidad Católica San Antonio de Murcia,Spain,VH,,9.6,701+,5.6,701+,9.9,801+,7.5,801+,14.6,801+,43.8,460,23.9,801+,41.4,801+,-
1313,1201-1400,1001-1200,Universidad Autónoma Chapingo,Mexico,VH,Public,4.1,701+,4.2,701+,77.6,178,2.1,801+,8.7,801+,1.3,801+,6.4,801+,16.8,801+,-
1314,1201-1400,1201-1400,Universidad Autónoma de Guadalajara,Mexico,MD,Private for Profit,10.3,701+,5.2,701+,28.7,665,1.2,801+,45.7,464,23.6,681,2.4,801+,7.3,801+,-
1315,1201-1400,1001-1200,Universidad Autónoma de Nuevo León (UANL),Mexico,HI,Public,20.9,593,10.7,701+,3.1,801+,2.9,801+,4.0,801+,1.3,801+,39.1,801+,43.7,801+,-
1316,1201-1400,1201-1400,Universidad Autónoma del Estado de Hidalgo,Mexico,MD,Public,3.6,701+,8.3,701+,51.7,366,1.9,801+,2.6,801+,2.9,801+,13.3,801+,41.8,801+,-
1317,1201-1400,1001-1200,Universidad Autónoma del Estado de México,Mexico,MD,Public,23.0,547,12.8,701+,7.5,801+,2.0,801+,3.9,801+,1.7,801+,15.6,801+,39.8,801+,-
1318,1201-1400,1201-1400,Universidad Católica del Norte,Chile,HI,Private not for Profit,5.7,701+,5.0,701+,10.9,801+,9.3,801+,21.9,688,8.5,801+,45.0,801+,53.0,646=,-
1319,1201-1400,901-950,Universidad Central Marta Abreu de Las Villas,Cuba,HI,Public,4.8,701+,2.0,701+,99.9,28,1.6,801+,1.1,801+,1.6,801+,9.4,801+,10.2,801+,-
1320,1201-1400,,Universidad Cientifica del Sur,Peru,MD,Private for Profit,6.1,701+,6.8,701+,68.3,244,1.7,801+,4.2,801+,1.3,801+,14.8,801+,30.1,801+,-
1321,1201-1400,1001-1200,Universidad de la Frontera (UFRO),Chile,VH,Public,14.4,701+,7.5,701+,6.5,801+,19.2,726,3.1,801+,1.7,801+,44.0,801+,32.3,801+,-
1322,1201-1400,1201-1400,Universidad de Las Américas (UDLA) Ecuador,Ecuador,HI,Private not for Profit,14.4,701+,8.4,701+,21.1,801+,2.6,801+,24.7,654,5.0,801+,18.3,801+,30.9,801+,-
1323,1201-1400,1001-1200,Universidad de Lima,Peru,HI,Private not for Profit,14.1,701+,31.8,450,6.8,801+,1.7,801+,3.7,801+,3.7,801+,11.3,801+,33.9,801+,-
1324,1201-1400,1001-1200,Universidad de los Andes Mérida,Venezuela (Bolivarian Republic of),MD,Public,20.2,608,12.7,701+,26.3,711,1.6,801+,1.5,801+,2.0,801+,19.3,801+,32.0,801+,-
1325,1201-1400,1201-1400,Universidad de Monterrey,Mexico,HI,Private not for Profit,19.8,622,15.4,701+,8.7,801+,2.4,801+,18.2,737,6.8,801+,9.2,801+,32.5,801+,-
1326,1201-1400,1201-1400,Universidad de Valparaíso,Chile,HI,Public,15.5,701+,8.4,701+,12.8,801+,5.0,801+,8.6,801+,2.9,801+,34.3,801+,39.7,801+,-
1327,1201-1400,1201-1400,Universidad del Desarrollo,Chile,HI,Private not for Profit,11.8,701+,15.7,701+,15.7,801+,4.0,801+,10.6,801+,3.3,801+,18.3,801+,47.5,774=,-
1328,1201-1400,1001-1200,Universidad del Norte,Colombia,HI,Private not for Profit,13.2,701+,14.3,701+,12.7,801+,6.0,801+,8.5,801+,1.7,801+,27.1,801+,44.2,801+,-
1329,1201-1400,,Universidad del Valle de Guatemala (UVG),Guatemala,MD,Private not for Profit,6.5,701+,11.0,701+,61.9,288,1.4,801+,9.4,801+,3.2,801+,5.6,801+,11.0,801+,-
1330,1201-1400,1201-1400,Universidad Industrial de Santander,Colombia,MD,Public,12.7,701+,17.6,701+,5.8,801+,3.4,801+,6.0,801+,2.0,801+,18.5,801+,28.5,801+,-
1331,1201-1400,1001-1200,Universidad Jesuita de Guadalajara - ITESO,Mexico,MD,Private not for Profit,9.3,701+,7.8,701+,84.6,138,1.2,801+,3.8,801+,2.5,801+,3.7,801+,21.8,801+,-
1332,1201-1400,1201-1400,Universidad Nacional Costa Rica,Costa Rica,MD,Public,13.5,701+,18.4,698,17.5,801+,2.2,801+,13.1,801+,4.1,801+,16.8,801+,23.3,801+,-
1333,1201-1400,1001-1200,Universidad Nacional de Asunción,Paraguay,MD,Public,7.6,701+,5.5,701+,43.1,462,1.2,801+,1.5,801+,2.7,801+,13.1,801+,28.8,801+,-
1334,1201-1400,1001-1200,Universidad Nacional de Cuyo,Argentina,HI,Public,17.8,684,10.7,701+,23.9,754,2.8,801+,2.1,801+,11.6,801+,26.5,801+,43.7,801+,-
1335,1201-1400,1201-1400,Universidad Nacional de Ingeniería Peru,Peru,HI,,11.2,701+,31.2,458,10.2,801+,2.0,801+,1.3,801+,1.4,801+,7.1,801+,10.5,801+,-
1336,1201-1400,1001-1200,Universidad Nacional de San Luis,Argentina,HI,Public,3.9,701+,2.0,701+,84.8,136,1.4,801+,,,,,10.1,801+,18.0,801+,-
1337,1201-1400,1001-1200,Universidad Nacional del Centro de la Provincia de Buenos Aires,Argentina,MD,Public,6.3,701+,6.3,701+,81.4,160,1.8,801+,,,,,7.7,801+,20.5,801+,-
1338,1201-1400,1201-1400,Universidad Nacional del Litoral,Argentina,HI,Public,18.1,674,10.1,701+,3.1,801+,4.1,801+,6.6,801+,1.5,801+,26.8,801+,41.0,801+,-
1339,1201-1400,1201-1400,Universidad Peruana de Ciencias Aplicadas (UPC),Peru,HI,Private not for Profit,17.8,689,26.8,511,4.7,801+,1.4,801+,17.1,766,2.1,801+,10.1,801+,32.0,801+,-
1340,1201-1400,1001-1200,Universidad Tecnológica de Panamá (UTP),Panama,MD,Public,9.5,701+,19.9,661,38.2,531,1.2,801+,4.9,801+,8.0,801+,5.2,801+,24.5,801+,-
1341,1201-1400,1001-1200,Universidad Tecnológica Nacional (UTN),Argentina,HI,Public,5.2,701+,19.2,678,56.6,327,1.2,801+,,,3.8,801+,10.9,801+,19.1,801+,-
1342,1201-1400,1201-1400,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,HI,Public,13.2,701+,6.5,701+,22.6,780,4.0,801+,4.8,801+,1.4,801+,48.0,801+,31.8,801+,-
1343,1201-1400,1201-1400,Universidade Federal da Bahia,Brazil,HI,Public,13.5,701+,5.0,701+,11.8,801+,5.7,801+,6.9,801+,2.0,801+,48.7,801+,41.4,801+,-
1344,1201-1400,1001-1200,Universidade Federal de Pernambuco (UFPE),Brazil,HI,Public,16.0,701+,4.4,701+,20.3,801+,7.6,801+,4.8,801+,1.4,801+,58.3,713,36.1,801+,-
1345,1201-1400,1201-1400,Universidade Federal de Santa Maria,Brazil,HI,Public,7.0,701+,2.2,701+,25.0,734,9.9,801+,2.9,801+,2.1,801+,52.5,800,55.7,582=,-
1346,1201-1400,1201-1400,Universidade Federal de Viçosa,Brazil,HI,Public,6.8,701+,4.3,701+,17.4,801+,16.2,780,3.4,801+,3.7,801+,26.5,801+,49.6,711=,-
1347,1201-1400,1201-1400,Universidade Federal do Ceará (UFC),Brazil,HI,Public,11.3,701+,4.8,701+,7.9,801+,10.1,801+,1.5,801+,1.7,801+,41.7,801+,36.2,801+,-
1348,1201-1400,1001-1200,Universidade Federal Fluminense,Brazil,HI,Public,12.5,701+,3.1,701+,17.4,801+,6.4,801+,8.8,801+,1.3,801+,57.0,736,55.7,582=,-
1349,1201-1400,1201-1400,Universidade Presbiteriana Mackenzie,Brazil,HI,Private not for Profit,5.8,701+,12.6,701+,19.5,801+,3.8,801+,2.3,801+,1.1,801+,13.8,801+,18.1,801+,-
1350,1201-1400,,Universita' degli Studi di Urbino Carlo Bo,Italy,VH,Public,6.8,701+,2.8,701+,3.0,801+,14.5,801+,22.6,680,9.1,801+,28.5,801+,27.3,801+,-
1351,1201-1400,1201-1400,Universitas Muhammadiyah Yogyakarta (UMY),Indonesia,HI,Private not for Profit,10.9,701+,4.2,701+,4.8,801+,2.2,801+,82.5,275,3.9,801+,8.3,801+,37.9,801+,-
1352,1201-1400,1201-1400,Universitas Negeri Yogyakarta,Indonesia,HI,Public,17.4,701+,6.7,701+,12.2,801+,2.0,801+,18.8,732,2.8,801+,10.8,801+,32.5,801+,-
1353,1201-1400,1201-1400,Universitas Pendidikan Indonesia,Indonesia,HI,Public,17.4,701+,5.7,701+,16.2,801+,2.2,801+,17.6,757,2.5,801+,20.0,801+,43.1,801+,-
1354,1201-1400,,Universitas Trisakti,Indonesia,VH,Private not for Profit,14.3,701+,5.8,701+,29.0,649,1.5,801+,3.0,801+,1.3,801+,4.1,801+,33.3,801+,-
1355,1201-1400,1001-1200,Universität Siegen,Germany,HI,Public,5.4,701+,1.2,701+,15.4,801+,10.2,801+,53.9,419,37.3,524,42.0,801+,29.2,801+,-
1356,1201-1400,1001-1200,Université de Caen Normandie,France,HI,Public,11.3,701+,5.2,701+,9.2,801+,10.3,801+,11.0,801+,11.4,801+,76.4,414,35.8,801+,-
1357,1201-1400,1201-1400,Université de Limoges,France,VH,,8.9,701+,5.5,701+,22.4,783,9.1,801+,,,,,55.9,750,29.6,801+,-
1358,1201-1400,1001-1200,Université de Poitiers,France,VH,Public,11.1,701+,1.2,701+,7.6,801+,8.5,801+,,,38.9,505,74.6,448,39.3,801+,-
1359,1201-1400,1001-1200,Université de Sousse,Tunisia,HI,Public,6.4,701+,3.9,701+,51.8,365,2.9,801+,1.2,801+,3.7,801+,36.6,801+,44.1,801+,-
1360,1201-1400,1001-1200,Université de Tunis,Tunisia,VH,Public,11.3,701+,5.8,701+,28.3,674,3.0,801+,2.5,801+,2.8,801+,17.4,801+,29.6,801+,-
1361,1201-1400,,Université Ibn Tofail,Morocco,HI,Public,14.6,701+,3.1,701+,1.5,801+,12.0,801+,27.0,624,4.2,801+,28.6,801+,36.8,801+,-
1362,1201-1400,1201-1400,Université Jean Moulin Lyon 3,France,VH,Public,11.2,701+,11.4,701+,2.4,801+,4.3,801+,27.0,626,44.1,456,11.8,801+,25.4,801+,-
1363,1201-1400,1001-1200,Université Mohammed V de Rabat,Morocco,VH,Public,4.8,701+,3.1,701+,2.4,801+,9.5,801+,4.7,801+,5.7,801+,75.6,428,42.6,801+,-
1364,1201-1400,1001-1200,Université Paris-Nanterre,France,VH,Public,14.6,701+,4.7,701+,4.7,801+,4.0,801+,11.7,801+,2.1,801+,60.0,692,39.8,801+,-
1365,1201-1400,1001-1200,Université Paul-Valéry Montpellier 3,France,VH,Public,14.9,701+,6.1,701+,4.0,801+,8.7,801+,6.8,801+,45.3,446,50.9,801+,36.3,801+,-
1366,1201-1400,1201-1400,Universiti Kuala Lumpur (UniKL),Malaysia,HI,Private for Profit,9.9,701+,10.8,701+,33.8,579,4.1,801+,7.1,801+,5.0,801+,18.1,801+,23.2,801+,-
1367,1201-1400,,Universiti Malaysia Kelantan,Malaysia,VH,Public,9.5,701+,3.6,701+,7.1,801+,10.6,801+,17.0,768,14.2,801+,25.5,801+,47.9,763=,-
1368,1201-1400,1201-1400,Universiti Teknikal Malaysia Melaka (UTeM),Malaysia,VH,Public,10.3,701+,11.2,701+,18.0,801+,11.4,801+,5.4,801+,10.7,801+,34.7,801+,36.4,801+,-
1369,1201-1400,1201-1400,University of Babylon,Iraq,HI,Public,7.7,701+,25.9,524,19.6,801+,3.7,801+,1.3,801+,1.2,801+,36.6,801+,29.8,801+,-
1370,1201-1400,1201-1400,University of Basrah,Iraq,HI,Public,9.1,701+,26.6,514,18.7,801+,2.2,801+,,,1.0,801+,34.7,801+,20.0,801+,-
1371,1201-1400,1001-1200,University of Derby,United Kingdom,HI,Public,5.4,701+,7.5,701+,12.0,801+,10.9,801+,40.8,492,49.9,409,42.8,801+,34.0,801+,-
1372,1201-1400,1201-1400,University of International Business and Economics,China (Mainland),VH,Public,3.3,701+,5.1,701+,16.5,801+,8.4,801+,8.6,801+,43.3,465,8.2,801+,29.8,801+,-
1373,1201-1400,,University of Kerbala,Iraq,HI,Public,12.8,701+,14.8,701+,35.3,560,2.0,801+,2.1,801+,1.9,801+,13.9,801+,21.3,801+,-
1374,1201-1400,1001-1200,University of Khartoum,Sudan,HI,Public,8.9,701+,6.9,701+,8.2,801+,5.1,801+,,,2.1,801+,53.5,788,23.3,801+,-
1375,1201-1400,1201-1400,University of Kufa,Iraq,HI,Public,7.4,701+,33.3,433,31.7,607,2.1,801+,,,1.0,801+,26.3,801+,15.6,801+,-
1376,1201-1400,,"University of Management and Technology (UMT), Pakistan",Pakistan,HI,Private not for Profit,7.2,701+,10.9,701+,17.6,801+,9.4,801+,1.9,801+,1.7,801+,54.4,777,46.6,801+,-
1377,1201-1400,1201-1400,University of Memphis,United States of America,VH,Public,4.1,701+,4.1,701+,18.6,801+,13.9,801+,2.5,801+,19.4,737,41.9,801+,35.1,801+,-
1378,1201-1400,1201-1400,University of Miskolc,Hungary,VH,Private not for Profit,9.0,701+,10.3,701+,20.4,801+,4.7,801+,3.0,801+,6.4,801+,24.5,801+,27.8,801+,-
1379,1201-1400,,University of Mosul,Iraq,HI,Public,7.3,701+,12.9,701+,23.4,764,1.7,801+,1.0,801+,1.3,801+,30.2,801+,26.4,801+,-
1380,1201-1400,1201-1400,University of North Carolina at Greensboro,United States of America,VH,Public,3.6,701+,4.5,701+,12.2,801+,15.1,801+,10.3,801+,4.3,801+,49.6,801+,32.8,801+,-
