university_id,world_rank,2023 RANK,university_name,country_code_iso,country,SIZE,FOCUS,RES.,AGE,STATUS,academic_reputation_score,Academic Reputation Rank,employer_reputation_score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,citations_per_faculty,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,overall_score,student_population,students_to_staff_ratio,international_students_count,gender_ratio,teaching_score,research_environment_score,research_quality_score,industry_impact_score,international_outlook_score,Quality of Education,Alumni Employment,Quality of Faculty,Research_Output_x,publications_count,Influence,citations_count,Score,Latitude,Longitude,city,region,university_type,research_output,student_faculty_ratio,faculty_count,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_rank,country_avg_citations,country_avg_international_ratio,research_productivity_index,female_percentage,male_percentage,subject_field,citations_score,research_output_score,total_students,undergraduate_students,postgraduate_students,faculty_to_student_ratio,international_student_ratio,tuition_fee_usd,acceptance_rate,graduation_rate,Employability_Rank,qs_subject_rank,QS_Rank,THE_Rank,ARWU_Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,web_pages,country_code,h_index,degree_level
578,1001-1200,1001-1200,University of Toledo,US,United States,L,FC,HI,5,A,3.8,601+,4.4,601+,8.7,701+,21.4,538,9.6,701+,8.8,701+,5.1,701+,10.3,701+,19.9,Unknown,37.15,16199,17,9%,53:47:00,35.7,16.7,54.5,68.8,56.7,667,1001,304,791,668,629,898,71.4,39.7837304,-100.445882,Unknown,Unknown,Unknown,Unknown,12,Unknown,98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,46.66666667,53,47,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,801,http://www.utoledo.edu/,US,213,Undergraduate & Postgraduate
579,1001-1200,1001-1200,University of Wolverhampton,UK,United Kingdom,L,CO,HI,5,A,3.4,601+,3.2,601+,10.4,701+,9.4,701+,34.7,457,72.1,200,3.7,701+,8.8,701+,1.4,701+,37.15,15115,16.7,28%,62:38:00,19.1,14.7,64.7,40.7,81.1,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Telford,Europe,Public,High,16,877,69,1,50.81734058,25.96666667,455.4347826,388.05,48.5,40.03333333,62,38,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,1851,http://www.wlv.ac.uk/,GB,108,Undergraduate & Postgraduate
580,1001-1200,801-1000,University of Wyoming,US,United States,M,CO,VH,5,A,3,601+,1.4,601+,25.9,570,23.4,508,7.7,701+,4,701+,10.7,660,9.8,701+,6.3,701+,37.15,10174,14.1,4%,52:48:00,35.9,20.3,62.1,58.6,37.7,667,559,304,715,561,344,363,73.8,39.7837304,-100.445882,Laramie,North America,Public,Very High,12,904,98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,47,52,48,"Computer Science,Sociology,Business & Management,Economics & Econometrics,Agriculture & Forestry,Psychology,Accounting & Finance,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Electrical & Electronic Engineering,Geography,Education,Sport Science,Chemistry,Chemical Engineering,Physics & Astronomy,Other Health,Law,Languages, Literature & Linguistics,Mathematics & Statistics",36.7,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,778,119.5,650,http://www.uwyo.edu/,US,150,Undergraduate & Postgraduate
581,1001-1200,801-1000,University of Å½ilina,SK,Slovakia,M,FO,VH,4,A,5.7,601+,1,601+,56.1,264,6.2,701+,2.5,701+,2.9,701+,1.2,701+,13.4,641,1.1,701+,37.15,7154,14,3%,32 : 68,27.7,18,48.2,30.6,31.8,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Zilina,Europe,Public,Very High,10,750,3,1054,26.37616667,6.833333333,1314,479,23.5,32.26666667,32,68,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,149,Undergraduate & Postgraduate
582,1001-1200,1201-1400,VSB - Technical University of Ostrava,CZ,Czech Republic,M,FO,VH,5,A,5.4,601+,10.3,601+,15.5,701+,4.3,701+,8.4,701+,22,514,1.8,701+,9.4,701+,8.4,695=,37.15,11390,14.7,13%,33 : 67,26.8,19.7,27.8,31,46.9,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Ostrava,Europe,Public,Very High,9,"1,123",11,459,29.91190909,13.75454545,1151.727273,587.6666667,23.5,26.16666667,33,67,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,144,Undergraduate & Postgraduate
583,1001-1200,1001-1200,Western Michigan University,US,United States,L,FC,HI,5,A,5.3,601+,3.6,601+,10.8,701+,5.8,701+,32.3,472,10.4,701+,2.2,701+,17,498,1.9,701+,37.15,16486,21.3,8%,53:47:00,24,17.1,39.2,39.3,43.1,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Kalamazoo,North America,Public,High,16,"1,144",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,31.86666667,53,47,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,1383,119.5,1370,http://www.wmich.edu/,US,210,Undergraduate & Postgraduate
584,1001-1200,1201-1400,Yarmouk University,JO,Jordan,L,FC,MD,3,A,11.9,601+,14.5,564,2.8,701+,2.5,701+,7.8,701+,13.9,643,3.9,701+,28.4,283,1.1,701+,37.15,31177,28.3,11%,57:43:00,19.9,12.9,41.5,20.8,53.1,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Irbid,Asia,Public,Medium,31,"1,113",5,1156,26.732,7.92,1287.6,479,23.5,25.06666667,57,43,Unknown,55.3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.yu.edu.jo/,JO,151,Undergraduate & Postgraduate
585,1001-1200,801-1000,Yerevan State University,AM,Armenia,M,CO,HI,5,A,7,601+,3,601+,45.4,347,1.4,701+,5.2,701+,1.6,701+,1,701+,35.2,215,1,701+,37.15,13838,8,2%,53:47:00,23.9,8.6,26.8,16.4,38.1,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Unknown,Asia,Public,High,10,"1,095",1,1591,21.098,7,1591,479,23.5,17.26666667,53,47,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.ysu.am/,AM,100,Undergraduate & Postgraduate
586,1201-1400,1201-1400,Lucian Blaga University of Sibiu,RO,Romania,L,FC,MD,3,A,3.7,601+,2.5,601+,8.1,701+,1.8,701+,12.5,701+,3.1,701+,49.8,313,9,701+,1.8,701+,37.15,13369,16.5,3%,59:41:00,18.5,14,29.7,16.8,28.4,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Sibiu,Europe,Public,Medium,17,795,6,1139,23.05858333,6.883333333,1481.666667,673,23.5,20.16666667,59,41,Unknown,55.3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,111,Undergraduate & Postgraduate
587,1201-1400,1201-1400,Al-Azhar University,EG,Egypt,XL,CO,VH,4,A,11.2,601+,6.8,601+,11.1,701+,1.3,701+,1.5,701+,10.4,701+,5.2,701+,13.6,628,1.2,701+,37.15,269733,22,9%,42:58:00,19.2,10.9,69.2,20.4,57.4,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Cairo,Africa,Public,High,16,"18,933",7,818,31.52378571,13.07142857,1062.714286,719.5,23.5,33.5,42,58,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,1616,119.5,1418,Unknown,Unknown,696,Undergraduate & Postgraduate
588,1201-1400,1201-1400,Alexandru Ioan Cuza University,RO,Romania,L,FO,VH,5,A,8,601+,8,601+,5.3,701+,2.9,701+,3.6,701+,10.9,693,1.8,701+,8,701+,1.2,701+,37.15,25443,22.3,8%,56:44:00,16.5,12.1,31.6,18.3,40.2,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,IaÈ™i,Europe,Public,Very High,22,"1,077",6,1139,23.05858333,6.883333333,1481.666667,673,23.5,20.66666667,56,44,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,153,Undergraduate & Postgraduate
589,1201-1400,1201-1400,Anadolu University,TR,Turkey,L,FO,VH,4,A,4,601+,4,601+,13.8,701+,2.9,701+,1.9,701+,3.1,701+,1.4,701+,10.6,701+,1.1,701+,37.15,21491,17,8%,53:47:00,22.3,11.8,41.2,22,32.7,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Eskisehir,Asia,Public,Very High,14,"1,509",10,382,34.57495,16.61,965.9,499.5,23.5,25,53,47,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,1702,http://www.anadolu.edu.tr/,TR,609,Undergraduate & Postgraduate
590,1201-1400,1201-1400,Aoyama Gakuin University,JP,Japan,L,CO,MD,4,B,6.9,601+,12.3,601+,5.4,701+,2,701+,16.3,648,2.7,701+,1,701+,11.4,701+,1,701+,37.15,19692,12.2,3%,49:51:00,20,8.9,10.4,22.2,36.2,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Tokyo,Asia,Private,High,20,949,37,29,35.23782432,24.98108108,1011.972973,567.8518519,23.5,13.83333333,49,51,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.aoyama.ac.jp/,JP,147,Undergraduate & Postgraduate
591,1201-1400,1001-1200,BenemÃ©rita Universidad AutÃ³noma de Puebla,MX,Mexico,XL,FC,HI,5,A,15.3,569,6.5,601+,3.2,701+,2,701+,2.9,701+,1.3,701+,1.3,701+,6.5,701+,3,701+,37.15,79695,45.2,1%,52:48:00,15.6,9.5,17.1,19.4,37.7,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Puebla,Latin America,Public,Medium,32,"2,414",3,1741,16.54016667,14.8,1769.333333,479,23.5,15.33333333,52,48,Unknown,55.3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,199,Undergraduate & Postgraduate
592,1201-1400,1201-1400,Central Michigan University,US,United States,L,FC,HI,4,A,3.6,601+,4.2,601+,7.8,701+,8.1,701+,3.5,701+,3.1,701+,2.1,701+,10.8,701+,19.9,Unknown,37.15,13780,18.3,3%,60:40:00,28.8,15.3,46.8,44.9,33.4,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Unknown,Unknown,Unknown,Unknown,12,Unknown,98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,35.66666667,60,40,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,955,119.5,1401,http://www.cmich.edu/,US,87,Undergraduate & Postgraduate
593,1201-1400,Unknown,Chaoyang University of Technology,TW,Taiwan,L,FO,VH,3,C,5.6,601+,6.7,601+,4.2,701+,3.5,701+,6.7,701+,5.7,701+,1,701+,7.9,701+,3.3,701+,37.15,14432,37.5,5%,55:45:00,14.1,18.2,28.2,47,38.9,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Unknown,Unknown,Unknown,Unknown,12,Unknown,22,154,33.41943182,20.48181818,1021.181818,734.8571429,23.5,31.13333333,55,45,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,93,Undergraduate & Postgraduate
594,1201-1400,1201-1400,Feng Chia University,TW,Taiwan,L,FO,VH,3,C,10,601+,7.5,601+,4.5,701+,6,701+,3.9,701+,5.8,701+,1,701+,14.4,584,1.1,701+,37.15,19770,23.3,7%,40 : 60,18.4,18.9,25.5,40.9,37.7,367,434,218,381,388,991,812,75,39.7837304,-3.2765753,Taichung City,Asia,Private,Very High,22,855,22,154,33.41943182,20.48181818,1021.181818,734.8571429,23.5,28.43333333,40,60,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,501,119.5,1442,Unknown,Unknown,130,Undergraduate & Postgraduate
595,1201-1400,1201-1400,Fu Jen Catholic University,TW,Taiwan,L,FC,HI,4,B,7.3,601+,7.5,601+,4.3,701+,6.8,701+,7.9,701+,7.4,701+,1,701+,21.8,381,1.5,701+,37.15,16382,27.2,6%,59:41:00,24,29.2,26.3,65.5,31.1,367,446,218,381,388,887,812,75,39.7837304,-3.2765753,New Taipei City,Asia,Private,Medium,24,791,22,154,33.41943182,20.48181818,1021.181818,734.8571429,23.5,40.33333333,59,41,Unknown,55.3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,696,119.5,1190,Unknown,Unknown,147,Undergraduate & Postgraduate
596,1201-1400,1201-1400,German University in Cairo,EG,Egypt,L,CO,MD,2,B,7.9,601+,11.4,601+,7.3,701+,2.1,701+,14.2,680,1.2,701+,1,701+,6,701+,1,701+,37.15,12332,12.8,2%,43:57:00,18.6,8.7,34,16.8,48.6,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Cairo,Africa,Private,Medium,17,743,7,818,31.52378571,13.07142857,1062.714286,719.5,23.5,19.83333333,43,57,Unknown,55.3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.guc.edu.eg/,EG,151,Undergraduate & Postgraduate
597,1201-1400,1201-1400,Hanoi University of Science and Technology,VN,Vietnam,XL,FO,VH,4,A,6.1,601+,8.7,601+,2.4,701+,4.3,701+,3.8,701+,1.2,701+,1.6,701+,15.3,549,1.2,701+,37.15,37891,34.1,0%,0.888888889,15.7,15.7,27.4,43.4,39.7,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Hanoi,Asia,Public,Very High,30,"1,119",3,629,33.961,7,966,479,23.5,28.83333333,0.888888889,46,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,1879,Unknown,Unknown,219,Undergraduate & Postgraduate
598,1201-1400,1001-1200,Ivan Franko National University of Lviv,UA,Ukraine,L,CO,HI,5,A,4.3,601+,10.1,601+,34.2,467,1.3,701+,1.4,701+,2,701+,1,701+,12,701+,1.1,701+,37.15,19799,10.7,2%,63:37:00,24.5,10.5,10,17.9,31.7,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Lviv,Europe,Public,High,11,"1,774",5,786,23.9251,8.58,1438.6,479,23.5,12.8,63,37,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,152,Undergraduate & Postgraduate
599,1201-1400,Unknown,Jahangirnagar University,BD,Bangladesh,L,FO,Unknown,4,A,8.5,601+,13.7,590,18.95,Unknown,17.75,Unknown,18.55,Unknown,14.45,Unknown,1.2,701+,14.7,Unknown,19.9,Unknown,37.15,12649,17.3,0%,49:51:00,24.1,8.9,71.9,19.5,49.7,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Unknown,Unknown,Unknown,Unknown,12,Unknown,7,855,30.61642857,11.54285714,1101.428571,479,23.5,33.43333333,49,51,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.juniv.edu/,BD,124,Undergraduate & Postgraduate
600,1201-1400,Unknown,King Mongkut's University of Technology North Bangkok,TH,Thailand,L,FO,VH,3,A,8.1,601+,5.8,601+,3.7,701+,3,701+,3.4,701+,1.1,701+,1.1,701+,8.3,701+,1.1,701+,37.15,28122,23.3,0%,42:58:00,16.2,12.7,50.9,25.9,28.7,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Bangkok,Unknown,Unknown,Unknown,12,Unknown,10,612,27.2866,24.82,1271.3,732.25,23.5,29.83333333,42,58,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,https://www.kmutnb.ac.th/,TH,129,Undergraduate & Postgraduate
601,1201-1400,1201-1400,Kwansei Gakuin University,JP,Japan,L,CO,HI,4,B,4.2,601+,6.4,601+,4.5,701+,2.5,701+,24.4,543,3.9,701+,1,701+,10.6,701+,1,701+,37.15,25232,24.7,4%,49:51:00,15.7,9.5,15.4,20.7,40.9,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Unknown,Unknown,Unknown,Unknown,12,Unknown,37,29,35.23782432,24.98108108,1011.972973,567.8518519,23.5,15.2,49,51,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,126,119.5,1844,http://www.kwansei.ac.jp/,JP,90,Undergraduate & Postgraduate
602,1201-1400,1201-1400,Marmara University,TR,Turkey,XL,FO,VH,5,A,6.8,601+,8.3,601+,5,701+,2.3,701+,3,701+,3.6,701+,2.1,701+,15.4,548,6.1,701+,37.15,62991,30.6,5%,51:49:00,17,11.7,31.9,26.9,30.7,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Istanbul,Asia,Public,Very High,21,"3,317",10,382,34.57495,16.61,965.9,499.5,23.5,23.5,51,49,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,933,http://www.marmara.edu.tr/,TR,209,Undergraduate & Postgraduate
603,1201-1400,1001-1200,Marquette University,US,United States,M,CO,VH,5,B,3.4,601+,3.8,601+,23.7,600,9.3,701+,6.8,701+,2.7,701+,1.5,701+,13.2,651,1.1,701+,37.15,10317,12.2,3%,58:42:00,36.9,18.2,54,49.3,33.1,367,201,218,381,388,785,812,75,39.7837304,-3.2765753,Milwaukee,North America,Private,Very High,12,913,98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,40.5,58,42,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,289,119.5,1191,http://www.marquette.edu/,US,160,Undergraduate & Postgraduate
604,1201-1400,1001-1200,Mendeleev University of Chemical Technology,RU,Russia,M,FO,VH,5,A,4.9,601+,3.9,601+,30.5,515,2.7,701+,1.1,701+,5.7,701+,1,701+,7.2,701+,1,701+,37.15,7338,14.9,6%,56:44:00,19.6,14.1,14.3,43.4,23.6,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Moscow,Europe,Public,Very High,10,683,24,95,29.87127083,13.9625,1185.041667,541,23.5,23.93333333,56,44,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,182,Undergraduate & Postgraduate
605,1201-1400,Unknown,Naresuan University,TH,Thailand,L,FC,MD,3,A,6.5,601+,3.3,601+,6.5,701+,2,701+,5.9,701+,1.3,701+,1,701+,7.9,701+,4.4,701+,37.15,27234,18.3,1%,68:32:00,15.8,10.5,14.8,28.3,33.1,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Unknown,Unknown,Unknown,Unknown,12,Unknown,10,612,27.2866,24.82,1271.3,732.25,23.5,17.86666667,68,32,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,https://www.nu.ac.th/,TH,143,Undergraduate & Postgraduate
606,1201-1400,1201-1400,National Dong Hwa University,TW,Taiwan,M,FO,VH,2,A,6.3,601+,2.3,601+,6.5,701+,6.4,701+,3.2,701+,10.2,701+,1,701+,7.6,701+,2.3,701+,37.15,9970,18.6,9%,52:48:00,19.1,23.8,26.3,33.5,48.6,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Hualien City,Asia,Public,Very High,17,563,22,154,33.41943182,20.48181818,1021.181818,734.8571429,23.5,27.86666667,52,48,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,1617,Unknown,Unknown,86,Undergraduate & Postgraduate
607,1201-1400,1201-1400,National Taipei University,TW,Taiwan,M,FO,HI,2,A,7.5,601+,4.5,601+,8.2,701+,3.2,701+,2.7,701+,5.2,701+,1,701+,16.1,518,3.1,701+,37.15,8386,15.7,6%,55:45:00,20.6,15.1,22.4,23.3,30.5,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,New Taipei,Asia,Public,High,17,462,22,154,33.41943182,20.48181818,1021.181818,734.8571429,23.5,20.26666667,55,45,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,101,Undergraduate & Postgraduate
608,1201-1400,1001-1200,National Taiwan Ocean University,TW,Taiwan,M,FO,VH,3,A,5.7,601+,3.2,601+,11.6,701+,10.1,701+,5.6,701+,7.7,701+,1.1,701+,8.6,701+,5.6,701+,37.15,8244,16.2,8%,32 : 68,19.7,25,30.2,63,34.7,667,893,304,930,911,1001,898,70,23.5983227,120.8353769,Keelung City,Asia,Public,Very High,14,560,22,154,33.41943182,20.48181818,1021.181818,734.8571429,23.5,39.4,32,68,"Civil Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Chemistry,Biological Sciences,Business & Management,History, Philosophy & Theology,General Engineering,Communication & Media Studies,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Physics & Astronomy,Archaeology,Other Health,Mechanical & Aerospace Engineering,Geography,Economics & Econometrics,Law,Accounting & Finance,Agriculture & Forestry,Sociology,Art, Performing Arts & Design,Sport Science,Education,Politics & International Studies (incl Development Studies)",31,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,1150,119.5,1314,Unknown,Unknown,94,Undergraduate & Postgraduate
609,1201-1400,1201-1400,National University of Life and Environmental Sciences of Ukraine,UA,Ukraine,L,FO,HI,5,A,5.7,601+,4.4,601+,17.2,701+,1.4,701+,1.2,701+,1.2,701+,1.1,701+,9.8,701+,1.1,701+,37.15,17628,15.2,1%,45:55:00,20.3,8.9,30.1,25.3,25.7,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Unknown,Unknown,Unknown,Unknown,12,Unknown,5,786,23.9251,8.58,1438.6,479,23.5,21.43333333,45,55,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,36,Undergraduate & Postgraduate
610,1201-1400,1201-1400,Nova Southeastern University,US,United States,L,CO,HI,4,A,2.9,601+,3.3,601+,14,701+,3.1,701+,4.4,701+,3.9,701+,1.1,701+,10.2,701+,19.9,Unknown,37.15,17973,16.5,4%,71:29:00,39.1,12.2,50.1,38.9,34.4,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Unknown,Unknown,Unknown,Unknown,12,Unknown,98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,33.73333333,71,29,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,1019,119.5,1439,http://www.nova.edu/,US,220,Undergraduate & Postgraduate
611,1201-1400,1201-1400,Ã“buda University,HU,Hungary,M,FO,VH,2,A,4.5,601+,3.9,601+,2.1,701+,6.6,701+,13.6,693,7.6,701+,1.3,701+,5.6,701+,1,701+,37.15,10997,34.4,7%,0.970833333,14.4,16.4,55.7,20.7,42.6,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Unknown,Unknown,Unknown,Unknown,12,Unknown,8,779,28.8165,12.025,1190.875,629.25,23.5,30.93333333,0.970833333,46,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,,
612,1201-1400,801-1000,Pondicherry University,IN,India,XL,CO,HI,3,A,4,601+,1.9,601+,6.5,701+,12.2,694,1.1,701+,1.1,701+,1.2,701+,4.7,701+,8.4,695=,37.15,8187,21.5,1%,46:54:00,33.5,18.4,38.3,42.5,19.4,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Puducherry,Asia,Public,Very High,19,322,16,218,38.128875,14.1375,783.3125,777,23.5,33.06666667,46,54,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.pondiuni.org/,IN,77,Undergraduate & Postgraduate
613,1201-1400,1201-1400,Portland State University,US,United States,L,CO,VH,4,A,4.3,601+,2.1,601+,9.5,701+,10.5,701+,1.6,701+,5.3,701+,4.9,701+,10.3,701+,18.4,560=,37.15,18763,20.5,5%,58:42:00,22.1,23.2,55.7,54.7,35,667,335,304,934,817,652,673,71,39.7837304,-100.445882,Portland,North America,Public,Very High,17,"1,091",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,44.53333333,58,42,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,389,119.5,916,http://www.ee.pdx.edu/,US,229,Undergraduate & Postgraduate
614,1201-1400,1201-1400,Rikkyo University,JP,Japan,L,FO,HI,5,C,4.1,601+,12,601+,10.1,701+,2.6,701+,24.9,537,6.2,701+,1,701+,8.6,701+,1,701+,37.15,19783,14.4,4%,Unknown,18.6,9.3,34,19.7,58.4,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Tokyo,Asia,Private,High,17,"1,236",37,29,35.23782432,24.98108108,1011.972973,567.8518519,23.5,21,54,46,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,479,385,119.5,1615,http://www.rikkyo.ac.jp/,JP,281,Undergraduate & Postgraduate
615,1201-1400,1001-1200,Saitama University,JP,Japan,M,CO,VH,4,A,4.5,601+,1.8,601+,14.1,701+,9.2,701+,10.5,701+,6.2,701+,1.2,701+,7.9,701+,2.2,701+,37.15,8321,15.3,6%,32 : 68,22.9,15.5,19.4,41.2,41.5,367,349,218,381,388,609,511,75,39.7837304,-3.2765753,Saitama City,Asia,Public,Very High,14,620,37,29,35.23782432,24.98108108,1011.972973,567.8518519,23.5,25.36666667,32,68,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,370,904,119.5,1271,http://www.saitama-u.ac.jp/,JP,102,Undergraduate & Postgraduate
616,1201-1400,1201-1400,Shibaura Institute of Technology,JP,Japan,M,FO,VH,4,B,3.7,601+,2.3,601+,2.8,701+,4.8,701+,13.8,689,9.8,701+,1.1,701+,7.9,701+,1.1,701+,37.15,9001,29.7,5%,0.806944444,20.8,20.1,22.3,36.3,42.3,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Koto City,Asia,Private,Very High,31,308,37,29,35.23782432,24.98108108,1011.972973,567.8518519,23.5,26.23333333,0.806944444,46,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.shibaura-it.ac.jp/,JP,77,Undergraduate & Postgraduate
