university_name,QS_Rank,THE_Rank,ARWU_Rank,Enrollment,Undergrad_Students,Postgrad_Students,Student_Faculty_Ratio,Research_Output,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,Position,Location,Established_Year,Number_of_Campuses,Programs_Offered,Total_Faculty,Campus_Area_Acres,qs_rank_2026,the_rank_2026,arwu_rank_2025,qs_score,the_score,arwu_score,qs_academic_rep,qs_employer_rep,qs_faculty_student,qs_citations,qs_intl_faculty,qs_intl_students,the_teaching,the_research_env,the_research_quality,the_industry,the_intl_outlook,founded,intl_students_pct,nobel_laureates,fields_medalists,ranked_in_all_3,avg_rank_all3,university_age_2026,data_sources,id,ror,country_code,type,works_count,cited_by_count,is_super_system,summary_stats.2yr_mean_citedness,summary_stats.h_index,summary_stats.i10_index,geo.city,geo.country,geo.latitude,geo.longitude,international.display_name.en,international.display_name.ur,citations_per_work,university_id,year,world_rank,national_rank,overall_score,city,academic_reputation_score,employer_reputation_score,citations_score,publications_count,citations_count,citations_per_faculty,h_index,research_output_score,research_productivity_index,subject_field,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio,country,region,university_type,total_students,Global_Ranking_Score,Research_Impact_Score,Faculty_to_Student_Ratio,International_Student_Percentage,Academic_Reputation_Score,Research_Productivity_Index
peking university,15.0,13.0,24.0,34981.0,15000.0,19981.0,11.5,Very High,15.0,5000.0,15.0,94.0,13.0,12.0,20.0,"Cambridge, China",1331.0,1.0,107.0,7498.0,6913.0,14.0,13.0,0.0,95.0,85.2,,96.8,94.8,94.4,95.8,86.4,82.4,84.4,90.4,86.4,76.4,62.4,1898.0,12.0,6.0,0.0,False,13.5,128.0,QS Jun-2025 | THE Oct-2025 | ARWU Aug-2025,,,,,0.0,0.0,,,,,,,,,,,,1490.0,2016.0,42.0,1.0,72.0,Beijing,68.32487321,76.23086375,78.61521354,9499.0,359890.0,80.1536996,596.0,73.5,2.12,Arts & Humanities,5621.0,14.0,4490.0,8.941648107,32 : 68,31.63878048,68.36121952,Undergraduate & Postgraduate,30957.0,9191.0,546.14,37.0,42.0,28.38,28.63,29.02,4.57,China,Asia,Public,47000.0,0.373212355353069,0.392268755431175,0.09553191489361702,11.959574468085107,0.8281086921263792,2.115590200445434
penn state,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1491.0,2016.0,75.0,33.0,62.3,United States,57.62697439,73.30707419,67.64378512,21064.0,146445.0,47.33199922,332.0,62.6,6.81,Social Sciences & Management,5340.0,12.0,3094.0,14.38299935,46:54:00,46.0,54.0,Undergraduate & Postgraduate,29361.0,15140.0,268.1,147.0,1.0,48.97,48.75,49.63,12.14,United States,North America,Public,44501.0,1.0,0.15969348917602352,0.06952652749376419,11.999730343138356,0.28900187758274826,6.808015513897867
pennsylvania state university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1492.0,2017.0,95.0,40.0,63.6,University Park,60.25048766,57.10486967,67.89871979,23400.0,213460.0,50.73923315,482.0,64.1,5.56,Life Sciences & Medicine,6943.0,15.00313331,4207.0,11.0,57:43:00,56.51983219,43.48016781,Undergraduate & Postgraduate,32385.0,13892.0,378.68,209.0,1.0,45.95,44.98,45.21,139.8,United States,North America,Public,46277.0,1.0,0.23276958427646063,0.09090909090909091,15.003133305961924,0.30215891504513537,5.5621583075826
penza state university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1493.0,2023.0,1774.0,33.0,12.445,Russian Federation,13.2433769,12.38181194,8.615132136,12899.0,30726.0,8.326696856,163.0,10.9,3.5,Natural Sciences,2030.0,11.0,3690.0,5.000271003,57:43:00,57.0,43.0,Undergraduate & Postgraduate,13993.0,4458.0,1528.36,44.0,330.0,17.71,18.07,17.64,11.75,Russian Federation,Europe,Public,18451.0,1.0,0.033581909808678395,0.19998916047910684,11.00211370657417,0.06641613289869608,3.495663956639566
perm national research polytechnic university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1494.0,2019.0,1247.0,18.0,11.3575,Russian Federation,14.38592793,11.3405597,14.16842036,3106.0,12917.0,15.71372614,113.0,14.3,3.78,Life Sciences & Medicine,475.0,5.0,822.0,11.56812652,38 : 62,38.0,62.0,Undergraduate & Postgraduate,7112.0,2397.0,1067.11,18.0,528.0,17.35,17.26,17.08,10.39,Russian Federation,Europe,Private,9509.0,1.0,0.014153917835046858,0.08644442107477127,4.995267641182037,0.07214607788365095,3.778588807785888
perm state national research university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1495.0,2021.0,900.5,25.0,41.0,Perm,38.82006675,38.75805803,37.6329537,2860.0,20015.0,21.66087366,129.0,38.2,3.1,Arts & Humanities,435.0,5.230880231,924.0,9.0,56:44:00,56.19370887,43.80629113,Undergraduate & Postgraduate,4826.0,3490.0,544.83,32.0,74.0,33.86,34.45,33.57,12.75,Russia,Europe,Public,8316.0,1.0,0.021893980196435375,0.1111111111111111,5.230880230880231,0.1946843869107322,3.0952380952380953
perm state university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1496.0,2018.0,1085.0,10.0,11.68,Russian Federation,8.669848279,10.46356808,13.1208909,329.0,9143.0,11.3010513,87.0,10.9,0.41,Engineering & Technology,124.0,1.0,809.0,15.29171817,63:37:00,63.0,37.0,Undergraduate & Postgraduate,7853.0,4518.0,886.55,11.0,322.0,19.55,18.9,17.27,9.73,Russian Federation,Europe,Public,12371.0,1.0,0.010024251651090834,0.06539487511114704,1.0023441920620806,0.043479680436308926,0.40667490729295425
persian gulf university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1497.0,2022.0,1349.0,47.0,19.0575,Iran,19.13750599,18.16926161,22.74712407,1255.0,9521.0,20.04380079,100.0,20.9,2.64,Engineering & Technology,67.0,1.0,475.0,14.08210526,53:47:00,53.0,47.0,Undergraduate & Postgraduate,3907.0,2782.0,963.25,52.0,360.0,28.56,28.35,29.41,1.94,Iran,Asia,Public,6689.0,1.0,0.010446362646959806,0.07101210943339811,1.0016444909552997,0.09597545631895688,2.642105263157895
perugia university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1498.0,2026.0,825.5,53.0,62.3,Italy,12.0,5.2,53.0,9048.0,64922.0,44.58944235,310.0,32.5,6.21,Engineering & Technology,5096.0,20.13646659,1456.0,17.38255495,60:40:00,59.64688288,40.35311712,Undergraduate & Postgraduate,16481.0,8828.0,644.77,80.0,98.0,45.37,35.17,47.49,13.04,Italy,Europe,Public,25309.0,1.0,0.07092825501056094,0.05752894227349955,20.13512979572484,0.06018054162487462,6.214285714285714
peter the great st petersburg polytechnic university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1499.0,2016.0,216.0,2.0,47.0825,Russian Federation,34.43429487,48.66301342,45.89086984,3110.0,33116.0,37.46151562,168.0,40.2,3.52,Engineering & Technology,1372.0,8.0,884.0,19.4061086,40 : 60,40.0,60.0,Undergraduate & Postgraduate,10809.0,6346.0,475.31,13.0,161.0,31.72,29.46,33.28,9.62,Russian Federation,Europe,Public,17155.0,1.0,0.03618778523449749,0.05153016613232294,7.997668318274556,0.17268954297893682,3.518099547511312
peter the great st. petersburg polytechnic university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1500.0,2017.0,415.5,10.0,57.6,St. Petersburg,65.18908148,73.13813932,47.02170303,237.0,2111.0,42.21119848,45.0,56.1,4.74,Life Sciences & Medicine,5.121,31.06460419,50.0,7.0,49:51:00,49.30564302,50.69435698,Undergraduate & Postgraduate,11.0,5.0,482.23,22.0,108.0,32.2,33.29,32.0,18.25,Russia,Europe,Public,16.485,1.0,0.0023348099507156154,3.0330603579011224,31.064604185623296,0.3269261859578736,4.74
peter the great st.petersburg polytechnic university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1501.0,2026.0,609.0,14.0,27.9,Russian Federation,18.0,17.8,4.9,3184.0,10360.0,4.451921616,92.0,11.4,1.37,Engineering & Technology,8027.0,27.03212662,2327.0,12.76149549,47:53:00,47.01422119,52.98577881,Undergraduate & Postgraduate,21576.0,8120.0,1470.93,96.0,105.0,25.52,18.23,14.05,16.72,Russian Federation,Europe,Public,29696.0,1.0,0.011353180079735705,0.07836072198275862,27.03057650862069,0.09027081243731193,1.3682853459389772
petersburg state transport university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1502.0,2026.0,2007.0,61.0,17.6255,Russian Federation,18.39331227,13.07951131,16.76198536,1394.0,4833.0,11.26483708,73.0,17.6,3.25,Arts & Humanities,1645.0,18.0,429.0,21.2983683,28 : 72,28.0,72.0,Undergraduate & Postgraduate,5878.0,3259.0,1470.93,96.0,105.0,25.52,18.23,14.05,16.72,Russian Federation,Europe,Public,9137.0,1.0,0.005320884642317403,0.04695195359527197,18.003721133851375,0.092243291223671,3.2494172494172493
petra christian university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1503.0,2026.0,,,1.0,Indonesia,11.7,8.7,2.6,2510.0,1617.0,1.875787035,40.0,7.2,2.91,Arts & Humanities,1502.0,11.07393562,862.0,15.73317865,62:38:00,62.45119273,37.54880727,Undergraduate & Postgraduate,8449.0,5113.0,1323.15,44.0,189.0,26.65,23.15,10.65,6.33,Indonesia,Asia,Private for Profit,13562.0,1.0,0.0017929511546001253,0.06355994691048518,11.075062675121664,0.058676028084252756,2.9118329466357307
petrozavodsk state university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1504.0,2026.0,2039.0,65.0,16.893,Russian Federation,18.11795012,15.90013777,14.2975664,1571.0,4695.0,10.07476108,65.0,16.2,3.37,Natural Sciences,676.0,9.0,466.0,16.12017167,51:49:00,51.0,49.0,Undergraduate & Postgraduate,4338.0,3174.0,1470.93,96.0,105.0,25.52,18.23,14.05,16.72,Russian Federation,Europe,Private,7512.0,1.0,0.0051641238856310525,0.062034078807241745,8.998935037273695,0.0908623376128385,3.371244635193133
philipps-universität marburg,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1505.0,2017.0,575.5,67.0,41.3,Marburg,39.14126453,47.57014348,47.58105696,186.0,2410.0,48.20740511,44.0,43.4,3.72,Social Sciences & Management,3.133,13.38031177,50.0,21.0,38 : 62,37.70627843,62.29372157,Undergraduate & Postgraduate,13.0,10.0,297.42,77.0,30.0,48.53,48.86,49.14,12.77,Germany,Europe,Public,23.415,1.0,0.0026594897818385584,2.135383301302584,13.380311765961991,0.19629520827482447,3.72
pierre and marie curie university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1506.0,2016.0,115.0,3.0,57.0,France,42.79676472,49.00950297,52.19409821,3748.0,85582.0,59.26734246,315.0,47.5,2.6,Natural Sciences,5015.0,18.0,1444.0,19.29501385,48:52:00,48.0,52.0,Undergraduate & Postgraduate,20702.0,7160.0,366.33,27.0,54.0,38.49,38.09,37.49,17.26,France,Europe,Public,27862.0,1.0,0.09342315144096065,0.051826860957576625,17.999425741152823,0.21462770672016046,2.595567867036011
pir mehr ali shah arid agriculture university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I200749728,https://ror.org/035zn2q74,PK,education,6368.0,119281.0,False,4.020080321285141,127.0,2342.0,Rawalpindi,Pakistan,33.59733,73.0479,Arid Agriculture University,倬蹖乇 賲蹃乇 毓賱蹖 卮丕蹃 亘丕乇丕賳蹖 蹖賵賳蹖賵乇爻俟蹖,18.73131281407036,,,,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.09738843655366917,0.0,0.0,0.0,0.0
pirogov russian national research medical university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1507.0,2019.0,1181.0,11.0,13.7675,Russian Federation,13.67854032,14.68532449,13.19498145,1875.0,7719.0,12.97302917,76.0,13.4,3.15,Natural Sciences,603.0,7.0,595.0,14.46722689,73:27:00,73.0,27.0,Undergraduate & Postgraduate,6937.0,1671.0,1067.11,18.0,528.0,17.35,17.26,17.08,10.39,Russian Federation,Europe,Public,8608.0,1.0,0.008465080861062887,0.06912174721189591,7.005111524163568,0.06859849709127382,3.1512605042016806
platov south-russian state polytechnic university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1508.0,2023.0,1794.0,42.0,11.1725,Russian Federation,9.926251522,8.924955081,10.93883978,3619.0,5906.0,7.327991831,67.0,10.4,4.49,Engineering & Technology,577.0,8.0,806.0,8.94292804,54:46:00,54.4416863,45.5583137,Undergraduate & Postgraduate,4944.0,2264.0,1528.36,44.0,330.0,17.71,18.07,17.64,11.75,Russian Federation,Europe,Public,7208.0,1.0,0.006484071229257435,0.11182019977802442,8.004994450610432,0.04978059940822467,4.490074441687345
plekhanov russian university of economics,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1509.0,2017.0,701.0,19.0,28.5,Moscow,20.56729826,26.14446765,33.57110937,127.0,993.0,19.85916539,29.0,27.1,2.54,Natural Sciences,1.743,12.21871714,50.0,9.0,56:44:00,55.73165399,44.26834601,Undergraduate & Postgraduate,9.0,5.0,482.23,22.0,108.0,32.2,33.29,32.0,18.25,Russia,Europe,Public,14.265,1.0,0.001104673457274121,3.5050823694356814,12.218717139852787,0.10314592908726179,2.54
pmas arid agriculture university rawalpindi,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1457.0,2018.0,1043.0,13.0,13.925,Pakistan,13.59043431,14.74068698,18.76599279,3048.0,14102.0,14.3894301,96.0,16.2,3.11,Natural Sciences,0.0,0.0,980.0,10.16020408,39 : 61,39.0,61.0,Undergraduate & Postgraduate,8506.0,1451.0,876.07,15.0,435.5,22.45,22.76,24.1,676.6,Pakistan,Asia,Private,9957.0,1.0,0.015430048369946676,0.09842321984533495,0.0,0.06815664147442327,3.110204081632653
pohang university of science and technology,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1510.0,2017.0,83.0,3.0,67.0,Pohang ,81.82688765,78.1186037,72.556738,3598.0,35874.0,48.28274461,192.0,77.2,4.84,Natural Sciences,87.0,2.927321669,743.0,4.0,63:37:00,63.43608838,36.56391162,Undergraduate & Postgraduate,1993.0,979.0,414.8,32.0,35.0,39.4,39.51,40.77,144.46,South Korea,Asia,Private,2972.0,1.0,0.03920978426617323,0.25,2.9273216689098254,0.4103655348545637,4.842530282637954
politecnico di bari,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1512.0,2020.0,900.5,53.0,35.5,Bari,37.3755126,44.33639217,46.04536388,948.0,11780.0,46.93419464,97.0,41.7,3.78,Engineering & Technology,149.0,7.420318725,251.0,8.0,63:37:00,63.35181312,36.64818688,Undergraduate & Postgraduate,1191.0,817.0,551.54,63.0,149.0,41.26,41.11,40.54,51.51,Italy,Europe,Public,2008.0,1.0,0.012903097630653695,0.125,7.420318725099602,0.18743988264794384,3.7768924302788847
politecnico di milano,,,,,,,,,,,,,,,,,,,,,,98.0,0.0,0.0,83.2,,,87.4,89.8,89.4,87.4,98.4,92.4,,,,,,1863.0,21.0,0.0,0.0,False,98.0,163.0,QS Jun-2025 | THE Oct-2025 | ARWU Aug-2025,,,,,0.0,0.0,,,,,,,,,,,,1513.0,2016.0,222.0,4.0,46.7475,Milan,45.74945457,58.2356554,56.2046833,5674.0,71018.0,39.69720903,265.0,51.0,3.17,Natural Sciences,3603.0,12.0,1789.0,16.78311906,34 : 66,34.0,66.0,Undergraduate & Postgraduate,20559.0,9466.0,369.12,34.0,114.0,37.45,36.33,37.4,6.21,Italy,Europe,Public,47000.0,0.6667625170675079,0.07752771957460138,0.03806382978723404,7.665957446808511,0.6677505244232698,3.1716042481833426
politecnico di torino,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1514.0,2017.0,305.0,8.0,36.4,Turin,36.52067729,26.58637833,40.1982331,202.0,2193.0,43.86550652,50.0,38.4,4.04,Arts & Humanities,5.369,17.63218391,50.0,29.0,33 : 67,32.61660346,67.38339654,Undergraduate & Postgraduate,21.0,9.0,483.47,52.0,140.0,36.59,37.54,36.33,60.38,Italy,Europe,Public,30.45,1.0,0.002428158804089605,1.6420361247947455,17.632183908045977,0.18315284498495488,4.04
polytechnic institute of porto,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1515.0,2019.0,719.0,10.0,28.6925,Portugal,25.07014647,32.84363196,29.65262222,4603.0,29899.0,22.22981636,199.0,27.4,3.42,Natural Sciences,1093.0,6.0,1345.0,13.54275093,46:54:00,46.0,54.0,Undergraduate & Postgraduate,11324.0,6891.0,616.63,15.0,328.0,30.03,29.82,29.0,10.54,Portugal,Europe,Public,18215.0,1.0,0.032711016715976454,0.07384024155915454,6.000548998078506,0.1257279160982949,3.422304832713755
polytechnic institute of setúbal,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1516.0,2025.0,2003.0,20.0,15.204,Portugal,11.63222751,16.26968087,16.21797719,1203.0,3621.0,8.344264941,65.0,13.9,2.77,Life Sciences & Medicine,533.0,6.0,434.0,20.48156682,47:53:00,47.0,53.0,Undergraduate & Postgraduate,5749.0,3140.0,904.62,20.0,260.0,35.56,26.21,36.48,16.2,Portugal,Europe,Public,8889.0,1.0,0.003994949908678694,0.04882438969512881,5.996175047811903,0.05833614598796389,2.771889400921659
polytechnic university of bari,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1517.0,2019.0,420.0,19.0,40.7375,Italy,45.12917189,36.96866768,32.29511957,706.0,4784.0,18.83366565,77.0,38.7,2.78,Social Sciences & Management,61.0,1.0,254.0,24.04330709,32 : 68,32.0,68.0,Undergraduate & Postgraduate,4673.0,1434.0,504.07,59.0,155.0,40.49,38.79,39.26,54.27,Italy,Europe,Public,6107.0,1.0,0.00527080828948704,0.04159161617815622,0.9988537743572948,0.22632483395185557,2.779527559055118
polytechnic university of bucharest,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1518.0,2020.0,1314.0,11.0,14.375,Romania,17.10873031,16.61167061,17.10060307,9059.0,34493.0,13.3746687,187.0,17.1,3.51,Social Sciences & Management,883.0,3.0,2579.0,11.414114,36 : 64,36.0,64.0,Undergraduate & Postgraduate,14235.0,15202.0,1089.92,12.0,884.0,20.65,19.52,20.48,5.72,Romania,Europe,Public,29437.0,1.0,0.03770232275352446,0.08761082990793899,2.999626320616911,0.08580105471414241,3.5126017836370687
polytechnic university of timişoara,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1519.0,2020.0,1318.0,12.0,14.2375,Romania,13.44110367,18.06089787,15.01141943,360.0,6989.0,8.880830189,103.0,14.2,0.46,Arts & Humanities,379.0,3.0,787.0,16.06861499,37 : 63,37.0,63.0,Undergraduate & Postgraduate,9966.0,2680.0,1089.92,12.0,884.0,20.65,19.52,20.48,5.72,Romania,Europe,Public,12646.0,1.0,0.007692435395381382,0.06223311719120671,2.996995097263957,0.06740774157472418,0.45743329097839897
polytechnic university of turin,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1520.0,2016.0,365.0,16.0,37.3175,Italy,37.04120318,38.13427693,36.176819,2731.0,75308.0,40.42321537,274.0,36.6,1.47,Arts & Humanities,4433.0,16.0,1863.0,14.8733226,29 : 71,29.0,71.0,Undergraduate & Postgraduate,17025.0,10684.0,369.12,34.0,114.0,37.45,36.33,37.4,6.21,Italy,Europe,Public,27709.0,1.0,0.08220523194468522,0.06723447255404381,15.998412068281064,0.18576330581745235,1.4659151905528718
polytechnic university of valencia,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1521.0,2016.0,610.0,19.0,23.7525,Spain,21.91378869,31.31304987,18.74402795,9913.0,36109.0,9.920075978,200.0,20.3,2.72,Life Sciences & Medicine,2322.0,7.0,3640.0,9.113186813,36 : 64,36.0,64.0,Undergraduate & Postgraduate,20765.0,12407.0,506.48,25.0,148.0,29.76,29.35,29.9,9.32,Spain,Europe,Private,33172.0,1.0,0.03947214081034969,0.10973109851682142,6.999879416375256,0.10989863936810432,2.7233516483516484
pompeu fabra university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1522.0,2016.0,164.0,2.0,51.2,Spain,30.96082361,56.96202295,51.86643157,2922.0,31566.0,53.41192705,162.0,41.4,4.94,Arts & Humanities,1417.0,13.0,591.0,18.44500846,59:41:00,59.0,41.0,Undergraduate & Postgraduate,6396.0,4505.0,506.48,25.0,148.0,29.76,29.35,29.9,9.32,Spain,Europe,Public,10901.0,1.0,0.034495531093741025,0.0542152096137969,12.998807448857901,0.1552699278335005,4.944162436548224
pondicherry university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1523.0,2018.0,897.0,22.0,18.84,Puducherry,24.1122864,23.68137157,22.23888917,2567.0,6414.0,10.44686181,77.0,23.2,4.18,Arts & Humanities,63.0,1.0,614.0,10.2247557,42:58:00,42.0,58.0,Undergraduate & Postgraduate,4206.0,2072.0,798.04,47.0,172.0,23.37,23.1,23.36,2.38,India,Asia,Public,6278.0,1.0,0.00704525296586725,0.09780184772220453,1.0035043007327173,0.12092420461384151,4.180781758957655
pontifical catholic university of argentina,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1524.0,2025.0,1961.0,28.0,16.0435,Argentina,17.80803035,18.72851701,11.9843979,3890.0,12039.0,8.465902401,112.0,14.9,2.74,Social Sciences & Management,1958.0,11.0,1422.0,12.51687764,54:46:00,54.0,46.0,Undergraduate & Postgraduate,12801.0,4998.0,1153.91,32.0,71.0,33.83,16.08,5.32,19.31,Argentina,Latin America,Public,17799.0,1.0,0.01319729620353207,0.07989212877127928,11.000618012247878,0.08930807597793379,2.7355836849507735
pontifical catholic university of minas gerais,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1525.0,2020.0,1394.0,61.0,11.2425,Brazil,11.56027031,8.884850927,10.51642898,8070.0,65692.0,12.13604345,225.0,11.0,1.49,Engineering & Technology,0.0,0.0,5413.0,6.299833734,57:43:00,57.0,43.0,Undergraduate & Postgraduate,22734.0,11367.0,988.03,62.0,116.0,25.18,26.47,25.6,114.6,Brazil,Latin America,Private,34101.0,1.0,0.07169709031896188,0.1587343479663353,0.0,0.05797527738214644,1.4908553482357287
pontifical catholic university of peru,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1526.0,2018.0,768.0,2.0,23.0,Peru,24.40109183,21.42512205,22.53156016,7113.0,53860.0,22.72562605,239.0,23.5,3.0,Arts & Humanities,810.0,3.0,2370.0,11.3978903,48:52:00,48.0,52.0,Undergraduate & Postgraduate,22459.0,4554.0,751.12,4.0,435.5,21.55,21.51,22.17,8.63,Peru,Latin America,Public,27013.0,1.0,0.05882801194974184,0.08773553474253137,2.9985562506941106,0.12237257688064192,3.00126582278481
pontifical catholic university of rio de janeiro,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1528.0,2016.0,553.0,3.0,26.3575,Brazil,27.19039989,28.7719126,21.45957812,2687.0,25542.0,24.41843081,178.0,24.3,2.57,Natural Sciences,429.0,3.0,1046.0,13.67112811,49:51:00,49.0,51.0,Undergraduate & Postgraduate,7315.0,6985.0,656.41,17.0,209.0,21.66,20.5,22.04,1.76,Brazil,Latin America,Public,14300.0,1.0,0.027950769502085925,0.07314685314685315,3.0,0.13636108269809427,2.568833652007648
pontifical catholic university of rio grande do sul,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1527.0,2016.0,668.0,7.0,20.59,Brazil,24.23757637,17.90195311,18.94138646,3652.0,13962.0,12.37730121,132.0,21.6,3.24,Life Sciences & Medicine,0.0,0.0,1128.0,13.1179078,50:50:00,50.0,50.0,Undergraduate & Postgraduate,12432.0,2365.0,656.41,17.0,209.0,21.66,20.5,22.04,1.76,Brazil,Latin America,Private,14797.0,1.0,0.015307034720602526,0.07623166858146922,0.0,0.1215525394684052,3.2375886524822697
